"","Latitude","Longitude","tLU_INDEX","cLU_INDEX","Mean_CTRL_ALBEDO","Mean_t00X_ALBEDO","delta_ALBEDO_t00X","Mean_CTRL_SWDOWN","Mean_t00X_SWDOWN","delta_SWDOWN_t00X"
"1",36.8321075439453,-81.4679260253906,16,4,0.194476790509976,0.153693626012182,-0.0407831644977945,263.111183258525,264.196045393201,1.08486213467688
"2",36.8333892822266,-81.5015869140625,16,4,0.193171025388963,0.150209256321675,-0.0429617690672882,262.525334554095,263.188469601453,0.663135047357684
"3",36.8396759033203,-81.6698303222656,16,4,0.193847912673596,0.156870107291983,-0.0369778053816133,262.992970428525,266.043276325255,3.05030589672964
"4",36.8421211242676,-81.7371215820313,16,4,0.193209681317054,0.151898982639688,-0.0413106986773657,264.219748700909,265.770650804547,1.55090210363812
"5",36.8433418273926,-81.7707824707031,16,4,0.192463184365476,0.151503481630097,-0.0409597027353784,264.637051798244,265.256111463792,0.619059665548036
"6",36.8469123840332,-81.8717651367188,16,4,0.191620882359798,0.158330491854242,-0.0332903905055564,262.041630407256,264.769009840182,2.72737943292594
"7",36.8480949401856,-81.9054260253906,16,4,0.191669353224086,0.160968138364279,-0.030701214859807,262.452199898075,265.238003560003,2.78580366192762
"8",36.8492622375488,-81.9390869140625,16,4,0.192936610622149,0.16342386514219,-0.0295127454799584,263.925351410806,266.58627839788,2.66092698707399
"9",36.8515701293945,-82.0064086914063,16,4,0.198821747657963,0.178297972019105,-0.0205237756388583,267.994883680829,271.503800086466,3.50891640563759
"10",36.8527145385742,-82.0400695800781,16,4,0.200021521143054,0.181329882965195,-0.0186916381778593,267.715378738044,271.038725496988,3.32334675894424
"11",36.8538360595703,-82.07373046875,16,4,0.199344559742586,0.176088489190166,-0.0232560705524207,265.176579784626,269.381508523902,4.20492873927526
"12",36.8590354919434,-81.46630859375,16,4,0.197194001784799,0.166386613434949,-0.0308073883498502,262.418231628363,264.395649688936,1.97741806057314
"13",36.8641204833984,-81.6009521484375,16,4,0.193553246251306,0.156711983661094,-0.0368412625902124,263.177503948593,266.475130078139,3.29762612954653
"14",36.8653678894043,-81.6346130371094,16,4,0.194251153203587,0.157995119218685,-0.0362560339849021,264.119385526155,265.734719789726,1.61533426357181
"15",36.8666038513184,-81.6682739257813,16,4,0.194632341275123,0.157857895390894,-0.0367744458842282,265.231898828624,266.714930522116,1.48303169349185
"16",36.8702735900879,-81.769287109375,16,4,0.192119879035608,0.150459579851506,-0.0416602991841029,259.688088918823,262.595253843775,2.90716492495164
"17",36.8714790344238,-81.8029479980469,16,4,0.191787186155163,0.149581928282992,-0.0422052578721709,260.514522948331,262.612470708722,2.09794776039047
"18",36.8738517761231,-81.8703002929688,16,4,0.192261766658913,0.162289786292646,-0.0299719803662663,260.537898027602,264.505082553002,3.96718452540034
