"","Latitude","Longitude","tLU_INDEX","cLU_INDEX","Mean_CTRL_ET","Mean_t00X_ET","delta_ET_t00X","Mean_CTRL_SMOIS","Mean_t00X_SMOIS","delta_SMOIS_t00X","Mean_CTRL_RAINNC","Mean_t00X_RAINNC","delta_RAINNC_t00X","Mean_CTRL_VT","Mean_t00X_VT","delta_VT_t00X","Mean_CTRL_TRANS","Mean_t00X_TRANS","delta_TRANS_t00X","Mean_CTRL_T2","Mean_t00X_T2","delta_T2_t00X","Mean_CTRL_GT","Mean_t00X_GT","delta_GT_t00X","Mean_CTRL_VPD","Mean_t00X_VPD","delta_VPD_t00X","Mean_CTRL_U","Mean_t00X_U","delta_U_t00X","Mean_CTRL_V","Mean_t00X_V","delta_V_t00X","Mean_CTRL_APAR","Mean_t00X_APAR","delta_APAR_t00X","Mean_CTRL_PSN","Mean_t00X_PSN","delta_PSN_t00X"
"1",36.7261085510254,-80.2613830566406,16,4,3.36293121684472e-05,1.93938111026973e-05,-1.42355010657499e-05,0.257476378707104,0.252671293387061,-0.00480508532004359,7.21217637184339,6.37936597807795,-0.832810393765441,292.83053341119,284.278900146484,-8.55163326470563,2.2850233086707e-05,0,-2.2850233086707e-05,292.246663130749,292.578933321922,0.332270191172938,294.279508514975,296.011644963418,1.73213644844367,811.481511942945,871.836322517954,60.3548105750086,0.686487045536787,2.0995720862242,1.41308504068742,0.717484896727094,-0.0387240915476392,-0.756208988274733,92.1873588293203,0,-92.1873588293203,7.79236187163153,0,-7.79236187163153
"2",36.7277145385742,-80.2949829101563,16,4,3.38704249727187e-05,1.94788625845801e-05,-1.43915623881386e-05,0.25920327117135,0.253180475644562,-0.00602279552678864,7.69997459802872,6.72002154945308,-0.979953048575638,292.871712435898,284.160766601562,-8.71094583433592,2.27576581786415e-05,0,-2.27576581786415e-05,292.248506268594,292.587057664086,0.338551395491663,294.232154312392,295.976875689566,1.7447213771739,823.046489274515,885.908074079092,62.8615848045771,1.44736328644684,3.13884674017574,1.69148345372889,0.525513341375878,-0.27499092456401,-0.800504265939888,91.688574759223,0,-91.688574759223,7.77491038898926,0,-7.77491038898926
"3",36.7293128967285,-80.3285522460938,16,4,3.3165476218359e-05,1.99180545085723e-05,-1.32474217097867e-05,0.264562102726755,0.258957347525053,-0.00560475520170178,9.31549240177513,8.02093236874311,-1.29456003303202,292.128708678971,283.269866943359,-8.85884173561163,2.16817040436102e-05,0,-2.16817040436102e-05,291.396424649215,291.561692395243,0.165267746028746,293.292649114092,294.913648999584,1.62099988549255,749.107114092719,774.363677012587,25.2565629198674,2.36739303094343,3.68783578328346,1.32044275234003,0.318840851430779,-0.477111381242171,-0.79595223267295,92.0522400097892,0,-92.0522400097892,7.67535512847204,0,-7.67535512847204
"4",36.7308883666992,-80.3621520996094,16,4,3.50412703141313e-05,4.97260085842141e-05,1.46847382700829e-05,0.385982408119475,0.363887681001199,-0.0220947271182759,10.4576409902328,8.5781560881525,-1.87948490208031,290.671041205109,282.126678466797,-8.54436273831203,2.0180040512267e-05,0,-2.0180040512267e-05,289.846191732234,289.406400012613,-0.439791719621041,291.110901525442,290.496857545162,-0.614043980279803,580.565655657998,496.519929167171,-84.045726490827,1.71514865073996,2.48348841024181,0.768339759501855,0.0563562544650012,-0.735790537187142,-0.792146791652144,92.2682145139859,0,-92.2682145139859,7.74852025498236,0,-7.74852025498236
"5",36.7324714660645,-80.3957214355469,16,4,3.43948123363539e-05,4.76456941902268e-05,1.32508818538729e-05,0.383515389397069,0.360327831461683,-0.0231875579353858,9.41680137927716,8.0461086615538,-1.37069271772336,290.316549547334,281.876708984375,-8.43984056295864,1.98464867723525e-05,0,-1.98464867723525e-05,289.458529958102,289.060081124709,-0.398448833392877,290.919503737455,290.333755061235,-0.585748676220589,539.304144358581,462.403424745989,-76.9007196125916,1.06256749653378,1.47778011368761,0.41521261715383,-0.0874705265302414,-0.866458649093235,-0.778988122562994,93.0418946890047,0,-93.0418946890047,7.74136986977746,0,-7.74136986977746
"6",36.7356071472168,-80.462890625,16,4,3.42940241493958e-05,4.66422504003263e-05,1.23482262509305e-05,0.377084309484253,0.353922885507531,-0.0231614239767223,7.90731676623353,7.2599799286606,-0.647336837572928,290.4211172274,282.091217041016,-8.32990018638486,2.02957205443952e-05,0,-2.02957205443952e-05,289.602244861529,289.282782452926,-0.319462408602647,291.171492275233,290.665926484551,-0.505565790682681,550.097476283071,482.124379446943,-67.973096836128,0.757734041716615,0.752898531636541,-0.00483551008007399,0.259362639311548,-0.401640400284914,-0.661003039596462,93.1702191558824,0,-93.1702191558824,7.80156363069034,0,-7.80156363069034
"7",36.7371559143066,-80.4964904785156,16,4,3.41271045443265e-05,3.9504302490341e-05,5.37719794601452e-06,0.332065178791367,0.317456836655182,-0.0146083421361856,7.15594007214929,6.99702015901223,-0.158919913137061,290.660216280038,282.389099121094,-8.27111715894375,2.07250672220213e-05,0,-2.07250672220213e-05,289.894712472909,289.773158256282,-0.121554216626294,291.514648940059,291.774713710128,0.260064770068823,576.709846749999,538.38804749345,-38.3217992565499,0.58729615892278,0.530887541926494,-0.0564086169962864,0.497584499998833,-0.110576282683562,-0.608160782682395,93.4169806665539,0,-93.4169806665539,7.81689164576081,0,-7.81689164576081
"8",36.7387008666992,-80.5300903320313,16,4,3.51238878100775e-05,4.59300244970195e-05,1.0806136686942e-05,0.369965759090561,0.346514173215482,-0.0234515858750783,6.76368977880886,6.39256732484214,-0.371122453966712,290.827622945907,282.609130859375,-8.21849208653174,2.13259837760237e-05,0,-2.13259837760237e-05,290.086801912981,289.883954852761,-0.202847060220051,291.703249273424,291.384638224842,-0.318611048582454,591.768601471993,538.969501406396,-52.7991000655966,0.669983246793951,0.582087654148976,-0.0878955926449755,0.635745008300494,0.0550640641745523,-0.580680944125942,93.96449664899,0,-93.96449664899,7.93430467742882,0,-7.93430467742882
"9",36.740234375,-80.5636901855469,16,4,3.52662918153164e-05,4.43486641961912e-05,9.08237238087478e-06,0.369296692492159,0.340690058914526,-0.0286066335776331,6.71404246387319,5.94759619134104,-0.766446272532145,290.899777681861,282.685729980469,-8.2140477013923,2.15030705328307e-05,0,-2.15030705328307e-05,290.182520717833,290.027238837336,-0.155281880497398,291.802443585999,291.644398688421,-0.158044897578293,601.34353339915,558.422875252005,-42.920658147145,0.587676333176029,0.521613995799454,-0.0660623373765752,0.684858063944392,0.177200917667849,-0.507657146276542,94.3133177869413,0,-94.3133177869413,7.95443225653604,0,-7.95443225653604
"10",36.7417488098145,-80.5972900390625,16,4,3.49892340278173e-05,3.76740373715204e-05,2.68480334370309e-06,0.328287951759656,0.308151327328913,-0.0201366244307432,6.8990138575562,5.80597349721142,-1.09304036034478,291.062456703831,282.917724609375,-8.14473209445623,2.17370437240811e-05,0,-2.17370437240811e-05,290.418575944946,290.455929753957,0.0373538090110515,292.082105264771,292.644299871666,0.562194606895787,623.804132270818,611.669100945948,-12.1350313248698,0.611495063818469,0.656969884385205,0.0454748205667364,0.792690356821939,0.357022762686089,-0.43566759413585,94.4044616513521,0,-94.4044616513521,7.94444856657956,0,-7.94444856657956
